ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,Normalized Restaurant
377316,Abids & Koti,Hyderabad,Ram Ki Bandi,300,4.1,100,South Indian,Himayath Nagar,28,ram ki bandi
377350,Chembur,Mumbai,M. S. Snacks Center,350,2.9,80,"Chinese,Indian,Snacks",Chembur,57,m. . nack center
377432,Salt Lake,Kolkata,Cafe Darshani,280,3.9,20,South Indian,Salt Lake,66,cafe darhani
377445,Marol Sakinaka,Mumbai,Oishi Oishi By Persian Darbar,600,2.9,80,Chinese  Japanese  Pan-Asian  Tibetan  Asian  Beverages,Marol Sakinaka,51,oihi oihi by perian darbar
377576,Alwarpet,Chennai,Svah Express,500,4.2,50,"Indian,Continental,Desserts,Beverages",Alwarpet,77,vah expre
377616,Athwa,Surat,Dilip Dabeli,250,4.2,20,"Snacks,Chaat,Fast Food",Athwa,35,dilip dabeli
377625,Near Rto Pal Gam,Surat,Krazzy Chicken,300,2.9,80,"Biryani,Indian",Varachha,64,krazzy chicken
377778,Central Kolkata,Kolkata,Suman Sweets And Snacks,300,2.9,80,Sweets  Snacks,Central Kolkata,57,uman weet & nack
377818,Koramangala,Bangalore,Ruchi Virundu,250,2.9,80,"Biryani,South Indian",Koramangala,61,ruchi virundu
377857,Kirti Nagar,Delhi,Foodiz Dhaba,300,2.9,80,"Chinese,Indian",Kirti Nagar,73,foodiz dhaba
377877,Perambur,Chennai,Ziyach Atho Kadai,200,4.2,50,"Street Food,Chinese,Indian",Perambur,53,ziyach atho kadai
377889,Central Bangalore,Bangalore,Puppy'S Gastronomy,1000,2.9,80,"Continental,Italian,Snacks,Beverages",Central Bangalore,50,puppy gatronomy
378002,Tarnaka  Nacharam & Malkajigiri,Hyderabad,Chutney Bowl,150,4.2,500,South Indian,Tarnaka  Nacharam & Malkajigiri,61,chutney bowl
378029,Piplod,Surat,Cafe Ashiana,200,2.9,80,"Fast Food,North Indian,Italian,Beverages",Piplod,64,cafe ahiana
378076,Mehdipatnam,Hyderabad,The Hyderabad Chicken Haleem,150,3.2,20,Haleem,Mehdipatnam,53,the hyderabad chicken haleem
378112,Kilpauk,Chennai,Kites Pure Veg Restaurant,280,2.9,80,Indian,Kilpauk,51,kite pure veg retaurant
378117,Shivaji Nagar,Pune,Chocolate Biclate,250,4.3,50,"Bakery,Desserts,Beverages",Shivaji Nagar,46,chocolate biclate
378150,South Kolkata,Kolkata,Fiery Drumstick,300,2.9,80,Chinese,South Kolkata,72,fiery drumtick
378154,Vastrapur,Ahmedabad,Smokin' Joe'S,400,3.8,50,"Italian,Pizzas,Continental,Italian-American",Vastrapur,47,mokin joe
378157,South Kolkata,Kolkata,Zeeshan D.P. Park,250,4.4,100,"Tandoor,Snacks,Biryani",South Kolkata,68,zeehan d.p. park
378205,Annanagar,Chennai,The Asian Hive,300,4.3,100,"Chinese,Thai,Asian",Annanagar,63,the aian hive
378321,Punjabi Bagh,Delhi,Shakespeare Cafe (Punjabi Bagh),400,2.9,80,"Indian,Tandoor,Chinese",Punjabi Bagh,75,hakepeare cafe (punjabi bagh)
378370,Sinhgad Road,Pune,Italian Hut,199,4.4,20,"Continental,Italian",Sinhgad Road,65,italian hut
378411,Lake Town,Kolkata,Bangaliana,200,3.8,20,"Indian,North Indian",Lake Town,88,bangaliana
378436,Lake Town,Kolkata,Ketana,250,4.4,100,Indian,Bangur Avenue,78,ketana
378469,North Dumdum,Kolkata,Dumghan,300,4.5,100,"Biryani,North Eastern,Kebabs,Indian",North Dumdum,81,dumghan
378475,Dumdum,Kolkata,Ananda Mela Confectionery,300,2.9,80,"Indian,Bakery,Biryani",Dumdum,75,ananda mela confectionery
378482,Salt Lake,Kolkata,Club Loca,200,2.9,80,Continental  Indian  Chinese,Salt Lake,70,club loca
378508,South Kolkata,Kolkata,Gangotri Sweets And Snacks,200,4.3,100,Sweets  Snacks  Chaat,South Kolkata,49,gangotri weet & nack
378527,Kalyani Nagar,Pune,Belly Tales,400,3.9,50,"North Indian,Chinese,Combo,Pizzas,Beverages",Kalyani Nagar,59,belly tale
378594,Adajan,Surat,Bro Sis Fast Food Corner,350,2.9,80,"Fast Food,Italian",Adajan,59,bro i fat food corner
378719,Indiranagar,Bangalore,Cloud Kitchen Chinni Con Cook,300,2.9,80,"Continental,Indian,Chinese,Beverages",Indiranagar,65,cloud kitchen chinni con cook
378734,T Nagar,Chennai,The Degh Story,900,2.9,80,"North Indian,Biryani,Hyderabadi,Indian",City Centre,80,the degh tory
378796,Kothrud,Pune,Shivtirth Vadapav,200,3.7,20,"Indian,Snacks",Kothrud,60,hivtirth vadapav
378854,Piplod,Surat,The Wrap Co,350,3.9,100,"North Indian,Snacks",Piplod,60,the wrap co
378902,Piplod,Surat,Engine Cafe,200,4.0,50,"Indian,Continental,Chinese",Piplod,61,engine cafe
378921,Marol Sakinaka,Mumbai,Orange Cakes And Bakers,500,4.1,100,"Bakery,Desserts",Marol Sakinaka,48,orange cake & baker
379007,South Kolkata,Kolkata,Tbc Bowlz,200,4.4,50,"Indian,Chinese,Continental",South Kolkata,76,tbc bowlz
379013,Andheri East,Mumbai,Dooodly Meals,400,2.9,80,North Indian,Andheri East,52,dooodly meal
379046,Basavanagudi,Bangalore,House Of Belgian,250,2.9,80,"Desserts,Beverages,Snacks",Basavanagudi,59,houe of belgian
379083,Perambur,Chennai,Hotel Vada Chennai,350,3.8,50,"Arabian,South Indian,Grill,Barbecue,Chinese,Biryani,Combo,Ice Cream,Juices,Beverages",Perambur,53,hotel vada chennai
379100,Shivaji Nagar,Pune,Rajmandir Ice Cream,150,4.0,20,"Ice Cream,Desserts,Beverages",Shivaji Nagar,27,rajmandir ice cream
379121,Mylapore,Chennai,The Nosh,200,2.9,80,"Fast Food,Beverages,Indian,Tandoor",Mylapore,67,the noh
379173,Maninagar,Ahmedabad,Lemon Restaurant,300,2.9,80,"South Indian,Continental,Chinese",Maninagar,49,lemon retaurant
379218,Santacruz Bandra East,Mumbai,Big Binge Co,100,4.7,20,"Asian,Mexican,Snacks,Fast Food",Scruz Bandra East,53,big binge co
379224,Annanagar,Chennai,Gita'S Homemade,200,2.9,80,"Andhra,South Indian,Indian",Annanagar,72,gita homemade
379251,Malleshwaram,Bangalore,Shawarma21,150,4.3,20,"Arabian,Fast Food",Ln Puram Srirampuram,54,hawarma21
379271,Bibwewadi,Pune,Surprise India - Cakes & Desserts,300,4.1,20,Bakery,Bibwewadi,77,urprie india - cake & deert
379273,Vastrapur,Ahmedabad,Haanji Amritsari Kulcha,300,3.0,20,"North Indian,Snacks",Vastrapur,47,haanji amritari kulcha
379281,Salt Lake,Kolkata,Rita'S Cafe,300,4.5,20,"South Indian,Snacks,Beverages",Salt Lake,56,rita cafe
379342,Alwarpet,Chennai,Flipside (Burgers And Sides),750,4.4,100,American,Alwarpet,68,flipide (burger & ide)
379359,Tarnaka Nacharam & Malkajigiri,Hyderabad,Maharashtrian Kitchen,200,2.9,80,Maharashtrian,Tarnaka Nacharam & Malkajigiri,87,maharahtrian kitchen
379495,Central Kolkata,Kolkata,Karim'S,250,4.2,100,Mughlai,Central Kolkata,48,karim
379497,Athwa,Surat,Amar Bhandari Tiffin House,200,2.9,80,"Indian,Seafood",Athwa,38,amar bhandari tiffin houe
379518,Paschim Vihar,Delhi,Durga Dosa Corner,200,4.2,100,"South Indian,Chinese",Paschim Vihar,44,durga doa corner
379616,Marol Sakinaka,Mumbai,New Shalimar Cold Drink House,120,2.9,80,"Desserts,South Indian,Pizzas,Fast Food,Juices,Snacks",Marol Sakinaka,44,new halimar cold drink houe
379687,Tolichowki,Hyderabad,Fried Chicken Hub,325,4.2,100,Continental,Tolichowki,78,fried chicken hub
379718,Perambur,Chennai,Adyar Vaishanava S Thattu Idli Kadai,300,4.1,100,South Indian,Perambur,62,adyar vaihanava  thattu idli kadai
379740,Marol Sakinaka,Mumbai,Dil Ki Meal,300,4.5,50,"Combo,American",Marol Sakinaka,53,dil ki meal
379776,Nsp,Delhi,Hill Chillz 26,300,4.3,50,"Ice Cream,Beverages",Nsp,50,hill chillz 26
379796,Kothapet & Dilsukhnagar,Hyderabad,Five Star And Koli Hut,120,4.7,20,Indian,Kothapet & Dilsukhnagar,54,five tar & koli hut
379892,Abids & Koti,Hyderabad,The Brooklyn Creamery - Healthy Ice Cream,200,3.9,20,"Desserts,Ice Cream,Healthy Food",Abids,35,the brooklyn creamery - healthy ice cream
379909,Chembur,Mumbai,Momo'S Mealbox,300,2.9,80,"Chinese,Snacks,Beverages",Chembur,52,momo mealbox
379915,Ruby Area,Kolkata,Abar Khabo One,100,4.6,50,"Indian,Chinese",Ruby Area,74,abar khabo one
379942,Marol Sakinaka,Mumbai,Mega Food Court,300,4.4,50,"Indian,North Indian,South Indian,Biryani,Pizzas,Desserts,Beverages",Marol Industrial Estate Marol Sakinaka,56,mega food court
379995,Salt Lake,Kolkata,Byepass Dhaba,600,4.3,100,"North Indian,Chinese,Biryani,Tandoor",Salt Lake,60,byepa dhaba
380023,Lake Town,Kolkata,Gupta Brothers Lake Town,300,4.2,100,Asian  Chinese  Combo  Desserts  Indian  North Indian,Lake Town,65,gupta brother lake town
380069,Annanagar,Chennai,Sumac - Middle Eastern Medley,400,3.9,20,"Continental,Snacks,Salads",5Th Street Nehru Nagar 13Th Main Road,77,umac - middle eatern medley
380114,Annanagar,Chennai,Grillsmith - Flamin' Fare,400,4.3,20,"Continental,North Indian,South Indian,Chinese",Annanagar,78,grillmith - flamin fare
380118,Lake Town,Kolkata,Cookie2Nite,120,2.9,80,Desserts  Snacks  Fast Food  Beverages  Combo,Lake Town,77,cookie2nite
380177,Athwa,Surat,Food  On  Way,200,4.2,100,"North Indian,Fast Food,Chinese,Biryani,Pizzas,Street Food",Parvat Patiya,46,food  on  way
380189,Basavanagudi,Bangalore,The Cake House,280,4.3,20,"Indian,Bakery,Sweets",Basavanagudi,54,the cake houe
380243,Chembur,Mumbai,Kerala Palace,350,4.3,500,"Kerala,South Indian,Indian,Biryani",Chembur,50,kerala palace
380346,A.S. Rao Nagar & Sainikpuri,Hyderabad,Sri Sai Ak Tiffin Centre,200,4.2,100,Indian  South Indian,A.S. Rao Nagar & Sainikpuri,83,ri ai ak tiffin centre
380368,Basavanagudi,Bangalore,Mumbai Xpress,300,4.1,20,"Chaat,Street Food,Fast Food",Basavanagudi,50,mumbai xpre
380396,Punjabi Bagh,Delhi,Pranav Kabab,600,2.9,80,"Indian,Chinese,Mughlai,Biryani",Punjabi Bagh,71,pranav kabab
380398,Central Bangalore,Bangalore,Punjab Express,300,4.1,100,North Indian,Central Bangalore,47,punjab expre
380461,Ruby Area,Kolkata,Nandalal Sweets,200,3.8,50,Sweets,Ruby Area,57,nandalal weet
380467,Athwa,Surat,Pizza 2000,250,3.8,20,"Pizzas,Combo",Sosyo Circle,36,pizza 2000
380580,Athwa,Surat,Mr. Waffle And  Momos,200,3.4,20,"Chinese,Desserts",Athwa,46,mr. waffle &  momo
380609,Banjara Hills,Hyderabad,Ab'S-Absolute Barbecues,500,3.5,50,"Barbecue,Biryani,Chinese",Banjara Hills,70,ab-abolute barbecue
380632,Uppal,Hyderabad,Waffee & Co,200,4.4,50,"Desserts,Waffle",Uppal,63,waffee & co
380638,Kothrud,Pune,Pimlico Kothrud,800,4.5,100,"Continental,Indian",Kothrud,57,pimlico kothrud
380686,Malleshwaram,Bangalore,Pastries Park,100,2.9,80,"Bakery,Desserts",Malleshwaram,64,patrie park
380710,Alipore,Kolkata,Utsaav,300,2.9,80,Chinese,Alipore,91,utaav
380756,Basavanagudi,Bangalore,Gama Gama Hotel,150,4.4,100,"Street Food,South Indian,Indian",Basavanagudi,55,gama gama hotel
380796,Tolichowki,Hyderabad,Galaxy Paradise,250,3.6,20,"Biryani,Chinese",Tolichowki,69,galaxy paradie
380800,Kidderpore,Kolkata,New Chaturbhuj Mistanna Bhandar,200,4.4,50,Sweets  Snacks,Kidderpore,57,new chaturbhuj mitanna bhandar
380806,Kharkhana & Trimulgherry,Hyderabad,Balaji Jainarayan Mithai Bhandar,300,3.8,20,Sweets  Snacks  Bengali,Kharkhana & Trimulgherry,69,balaji jainarayan mithai bhandar
380837,Kothrud,Pune,Gypsy Caterers,500,2.9,80,Indian,Kothrud,60,gypy caterer
381004,Jadavpur,Kolkata,Yummy Express,200,2.9,80,"American,Beverages,Snacks",Jadavpur,84,yummy expre
381037,South Kolkata,Kolkata,Hot Spring Kitchen And Lounge,500,2.9,80,Chinese,South Kolkata,79,hot pring kitchen & lounge
381056,Ruby Area,Kolkata,The Parking,200,4.3,50,"Chinese,Tandoor,Fast Food,Mughlai,Combo,Beverages",Ruby Area,73,the parking
381060,Chennai,Chennai,Fb Cakes Royapuram,200,4.1,100,Bakery,Royapuram,62,fb cake royapuram
381076,Kothrud,Pune,Origins,1600,4.5,20,"Thai,Indonesian,Japanese,Burmese",Kothrud,66,origin
381153,Banjara Hills,Hyderabad,The Bedford Bakehouse And Tearoom,500,2.9,80,Continental,Banjara Hills,74,the bedford bakehoue & tearoom
381206,Rajajinagar,Bangalore,Friends Chinese Corner,200,2.9,80,"Chinese,Kebabs",Rajajinagar,61,friend chinee corner
381216,Scruz Bandra East,Mumbai,Vinanjay Family Restaurant &Bar,350,2.9,80,Indian  Chinese  South Indian  Biryani  Tandoor  Snacks,Scruz Bandra East,41,vinanjay family retaurant &bar
381248,Kurla,Mumbai,Express Chinese,250,3.1,20,Chinese,Juhu,43,expre chinee
381284,Naranpura,Ahmedabad,Flourish Lounge Cafe,200,2.9,80,"Beverages,Ice Cream",Naranpura,52,flourih lounge cafe
381293,Ameerpet,Hyderabad,Abhiruchi Swagruha Foods,250,4.5,100,Sweets  Snacks,Ameerpet,62,abhiruchi wagruha food
381296,Juhu,Mumbai,99 Chinese,250,2.9,80,Chinese,Juhu,38,99 chinee
381298,Kurla,Mumbai,Chinese Adda,250,2.9,80,Chinese,Juhu,44,chinee adda
381309,Piplod,Surat,La Festa,500,3.7,20,"Pizzas,Chinese,Italian,Fast Food",Vesu,58,la feta
381312,Kurla,Mumbai,Bhot Hard Chinese,250,2.9,80,Chinese,Juhu,40,bhot hard chinee
381318,Piplod,Surat,Iconic Food Victory,300,2.9,80,"Chinese,North Indian,Indian,Biryani,Pastas,Combo,Beverages",Piplod,65,iconic food victory
381333,Juhu,Mumbai,Vista Fast Food,250,2.9,80,"Chinese,Indian",Juhu,39,vita fat food
381334,Kurla,Mumbai,Papa Pizza,250,2.9,80,"Indian,Chinese",Juhu,39,papa pizza
381336,Rohini,Delhi,Healthy Tree,350,4.1,100,"Beverages,Healthy Food,Salads",Rohini,46,healthy tree
381339,Chembur,Mumbai,Appetite Chinese Food,300,4.3,20,Chinese,Chembur,52,appetite chinee food
381343,Nallakunta & Vidyanagar,Hyderabad,Tasty Inn Hyderabadi Biryani,250,2.9,80,"Biryani,Indian,Chinese,Seafood",Nallakunta & Vidyanagar,43,taty inn hyderabadi biryani
381460,Jadavpur,Kolkata,Shandar Chinese Kitchen,300,4.4,100,"Chinese,Snacks",Jadavpur,88,handar chinee kitchen
381488,Jadavpur,Kolkata,The Kindest Biryani,200,2.9,80,Indian,Jadavpur,84,the kindet biryani
381535,Shivaji Nagar,Pune,Terrasinne Food Corp.Llp,600,2.9,80,Indian,Shivaji Nagar,51,terrainne food corp.llp
381553,Basavanagudi,Bangalore,Uttara Karnatakadha Jolada Rotti Mattu Chapati Angadi,100,4.3,100,"South Indian,Snacks,Indian",Basavanagudi,49,uttara karnatakadha jolada rotti mattu chapati angadi
381612,Nallakunta & Vidyanagar,Hyderabad,Chickden,250,4.1,20,"Indian,Arabian,Chinese",Nallakunta & Vidyanagar,44,chickden
381638,South Kolkata,Kolkata,Little Asia,300,4.5,100,"Chinese,Fast Food",Alipore,73,little aia
381671,Rohini,Delhi,Standard Ice Cream(Rohini Sector-6 Ayodhya Chowk Wale),150,4.0,50,"Street Food,Desserts,Beverages",Rohini,25,tandard ice cream(rohini ector-6 ayodhya chowk wale)
381688,Ghatkopar Vikhroli,Mumbai,Bff Bombay French Fries,300,2.9,80,"Continental,Desserts,Beverages,Snacks",Ghatkopar Vikhroli,55,bff bombay french frie
381792,Nungambakkam,Chennai,The Break Room,300,2.9,80,"Beverages,Snacks,Fast Food,Chaat,Ice Cream",Nungambakkam,51,the break room
381804,Annanagar,Chennai,Abang Raju'S Nasi Goreng,350,2.9,80,"Singaporean,Malaysian",Annanagar,75,abang raju nai goreng
381825,Royapettah,Chennai,The New Moghal Biriyani,300,2.9,80,"Biryani,Indian,Chinese",Royapettah,44,the new moghal biriyani
381838,South Kolkata,Kolkata,37 Relish Route,200,2.9,80,"Bengali,Continental",South Kolkata,82,37 relih route
381896,Piplod,Surat,Thali Central,350,4.1,100,"Biryani,North Indian,Mughlai,Beverages",Piplod,57,thali central
381901,Indiranagar,Bangalore,Raffaele'S Ristorante Pizzeria,800,4.3,100,"Pizzas,Continental,Pastas,Fast Food,Beverages",Indiranagar,60,raffaele ritorante pizzeria
381906,Marol Sakinaka,Mumbai,The Health Factory,600,2.9,80,Healthy Food,Marol Sakinaka,42,the health factory
381965,Kothrud,Pune,Rambo'S Biryani House,350,2.9,80,"Indian,Kebabs",Kothrud,45,rambo biryani houe
382138,Dumdum,Kolkata,Ebowl,300,4.3,100,"Biryani,Indian,Chinese",Dumdum,69,ebowl
382190,Kilpauk,Chennai,Chai Garden,200,2.9,80,"South Indian,Beverages",Kodumbakkam,63,chai garden
382194,Kodambakkam,Chennai,Tommys Kitchen,300,2.9,80,"Chinese,Indian,Kebabs",Kodumbakkam,65,tommy kitchen
382216,Kilpauk,Chennai,Madras Momos,200,2.9,80,"Chinese,Combo,Beverages",Kilpauk,65,madra momo
382430,Chembur,Mumbai,Rajhans Dining ( Ornament ),700,2.9,80,"Indian,Chinese",Chembur,57,rajhan dining ( ornament )
382537,Koramangala,Bangalore,Singh Da Punjabi Dhaba,200,3.8,100,"Punjabi,Tandoor,Chinese",Koramangala,54,ingh da punjabi dhaba
382565,Marol Sakinaka,Mumbai,Hotel Gopi,200,2.9,80,"Chinese,South Indian,Snacks",Marol Sakinaka,44,hotel gopi
382566,Salt Lake,Kolkata,Harpreet Auntie'S Thali Junction,600,2.9,80,"Indian,Chinese,Thalis",Salt Lake,65,harpreet auntie thali junction
382802,Kothapet & Dilsukhnagar,Hyderabad,Sri Surya Tiffins,150,2.9,80,"South Indian,Chinese,Fast Food,Snacks",Kothapet & Dilsukhnagar,67,ri urya tiffin
382814,Frazer Town,Bangalore,Bigbites,300,2.9,80,"Street Food,Fast Food,Tex-Mex",Frazer Town,56,bigbite
382861,Malleshwaram,Bangalore,Hotel Moonlight,500,4.1,100,"Indian,Chinese,Biryani,Tandoor",Malleshwaram,53,hotel moonlight
382862,Koramangala,Bangalore,The Local-Terrace Drinkery,600,2.9,80,"American,Indian",Koramangala,64,the local-terrace drinkery
382904,Basaveshwaranagar,Bangalore,Jai Matharani Chats,200,2.9,80,"Chaat,Juices,Beverages",Basaveshwaranagar,57,jai matharani chat
382938,Santoshnagar & Saidabad,Hyderabad,Zaheer Juice Center,200,2.9,80,"Juices,Beverages",Santoshnagar & Saidabad,35,zaheer juice center
382954,Banjara Hills,Hyderabad,Trio La Patisserie,300,2.9,80,"Bakery,Desserts",Banjara Hills,58,trio la patierie
382978,George Town,Chennai,Taj Biriyani Center,400,2.9,80,"Street Food,Biryani,Indian",George Town,60,taj biriyani center
382994,Ghatkopar Vikhroli,Mumbai,Star Restaurant,500,2.9,80,Chinese  North Indian  Fast Food  Mughlai  Indian  Seafood  Kebabs  Thalis,Ghatkopar Vikhroli,65,tar retaurant
383038,Nsp,Delhi,Pizzapastaburger Coin,200,3.7,50,"Pizzas,Fast Food",Nsp,62,pizzapataburger coin
383042,Begumpet,Hyderabad,Trio La Patisserie,400,2.9,80,Bakery  Desserts,Begumpet,64,trio la patierie
383044,Perambur,Chennai,Billy'S,200,2.9,80,"Indian,American,Italian,Continental",Perambur,81,billy
383051,Lakdi Ka Pul,Hyderabad,Peshawar Juice N Ice Cream,200,2.9,20,Juices  Beverages  Desserts,Lakdi Ka Pul,51,pehawar juice n ice cream
383057,Chandkheda,Ahmedabad,S N Blu- The Food Library,300,2.9,80,"Indian,Fast Food,Beverages",Chandkheda,80,n blu- the food library
383084,Punjabi Bagh,Delhi,Nori,800,2.9,80,"Asian,Chinese,Burmese,Thai,Seafood",Punjabi Bagh,69,nori
383098,Kothrud,Pune,Crazy Cheesy ( Law Collage Road ),500,2.9,80,"Continental,Pastas,Pizzas",Kothrud,49,crazy cheey ( law collage road )
383176,Tolichowki,Hyderabad,Surprise India - Cakes & Desserts,300,2.9,80,Desserts,Tolichowki,56,urprie india - cake & deert
383270,Egmore,Chennai,Bismi Kebab Corner,200,2.9,80,"Biryani,Indian,Chinese",Egmore,46,bimi kebab corner
383271,South Kolkata,Kolkata,Bangla Box By Kasturi,350,4.1,100,"Bengali,Combo",South Kolkata,71,bangla box by katuri
383275,Nungambakkam,Chennai,Flavour Of Chettinadu,150,2.9,80,"Biryani,Chettinad,South Indian",Nungambakkam,54,flavour of chettinadu
383287,Lake Town,Kolkata,Kbc-Kolkata Biryani Co,300,3.7,100,"Biryani,Mughlai,Indian,Tandoor,Kebabs,Snacks",Lake Town,83,kbc-kolkata biryani co
383290,Nungambakkam,Chennai,Dumbir By Kappa Chakka Kandhari,600,4.3,100,"Biryani,South Indian,North Indian",Nungambakkam,52,dumbir by kappa chakka kandhari
383297,Basavanagudi,Bangalore,Spice It By Ibis,400,2.9,80,"Snacks,Beverages",Raja Ram Mohan Roy Rd,40,pice it by ibi
383308,Salt Lake,Kolkata,Wow Chow,500,2.9,80,"Chinese,Asian",Sector-1,65,wow chow
383392,Kothapet & Dilsukhnagar,Hyderabad,Belly'S Icecreams And Thickshakes,300,2.9,80,"Beverages,Ice Cream",Kothapet & Dilsukhnagar,46,belly icecream & thickhake
383421,Alwarpet,Chennai,Chinese Baba,300,2.9,80,"Biryani,Barbecue,Chettinad,Chinese",Alwarpet,68,chinee baba
383458,Marol Sakinaka,Mumbai,Beijing Chicken Lollipops,300,3.0,20,"Chinese,Beverages",Marol Sakinaka,55,beijing chicken lollipop
383485,Tarnaka Nacharam & Malkajigiri,Hyderabad,Manu S Kitchen,500,4.1,100,"Chinese,Tandoor,Seafood,Biryani,Indian",Tarnaka Nacharam & Malkajigiri,68,manu  kitchen
383502,Uppal,Hyderabad,Sh Shawarma,200,2.9,80,Arabian  Fast Food,Uppal,47,h hawarma
383573,Chembur,Mumbai,Koolers,400,4.0,20,Chinese,Chembur,50,kooler
383615,Piplod,Surat,Chalu Momo,200,4.0,100,"Chinese,Fast Food",Piplod,58,chalu momo
383684,Central Kolkata,Kolkata,South Indian Restaurant,300,4.1,50,South Indian,Central Kolkata,57,outh indian retaurant
383693,Charminar,Hyderabad,Pista House Premium Lounge,300,4.2,1000,"American,Fast Food,Snacks",Charminar,46,pita houe premium lounge
383713,Navrangpura,Ahmedabad,Royal Punjab Paratha,280,4.0,20,North Indian,Navrangpura,36,royal punjab paratha
383863,Burrabazar,Kolkata,Riya'S Homemade Creation,150,2.9,80,Desserts,Burrabazar,48,riya homemade creation
384092,Rajajinagar,Bangalore,Noto - Healthy Ice Cream,250,4.3,100,"Ice Cream,Healthy Food,Desserts",Rajajinagar,54,noto - healthy ice cream
384196,Kothrud,Pune,Cafe Chow Meow,400,2.9,80,"Street Food,Snacks,Pizzas,South Indian",Kothrud,54,cafe chow meow
384242,Shivaji Nagar,Pune,Kannu Ki Chai,250,2.9,80,"Beverages,Snacks,Maharashtrian",Shivaji Nagar,36,kannu ki chai
384251,Kurla,Mumbai,Wok Nation,600,4.1,20,"Indian,Chinese,Seafood,Tandoor",Kurla,40,wok nation
384311,Piplod,Surat,Maharaja Chaap Pure Veg Restaurant,250,3.9,20,"Thalis,Punjabi,North Indian,Chinese,Snacks,Tandoor,Biryani,Combo",Piplod,59,maharaja chaap pure veg retaurant
384326,Nallakunta & Vidyanagar,Hyderabad,Guest House Coffee And Ice Cream Parlour,300,2.9,80,"Fast Food,Pizzas,Pastas,Beverages",Nallakunta & Vidyanagar,52,guet houe coffee & ice cream parlour
384429,Salt Lake,Kolkata,Gusto Pizza,300,4.0,500,"Pizzas,Pastas,Italian,American",Salt Lake,82,guto pizza
384498,Central Bangalore,Bangalore,Cool Town,200,2.9,80,"Fast Food,Beverages,Desserts,Juices,Snacks",Central Bangalore,49,cool town
384505,Burrabazar,Kolkata,The Black Pepper,200,2.9,80,"Indian,Chinese,Mughlai",Burrabazar,62,the black pepper
384529,Ruby Area,Kolkata,Kitchen Plaza,200,4.0,20,"Indian,Chinese,Bengali",Ruby Area,84,kitchen plaza
384540,Navrangpura,Ahmedabad,Shawarma,400,4.1,100,"Arabian,Fast Food",Navrangpura,44,hawarma
384542,Piplod,Surat,Monkey Fries,350,2.9,80,"Fast Food,American",Piplod,59,monkey frie
384598,Kodambakkam,Chennai,Max Restaurant,300,2.9,80,"Chinese,Snacks,Desserts,Beverages",Kodambakkam,68,max retaurant
384631,Salt Lake,Kolkata,Sandwich Gali,250,2.9,80,Fast Food,Salt Lake,80,andwich gali
384632,Salt Lake,Kolkata,Waffle Treats,250,2.9,80,Desserts,Salt Lake,77,waffle treat
384767,Salt Lake,Kolkata,Masala Fried Chicken,250,2.9,80,"Fast Food,Italian,Desserts",Salt Lake,81,maala fried chicken
384770,Salt Lake,Kolkata,Krazzy Fried Chicken,250,2.9,80,"Indian,Fast Food,Desserts",Salt Lake,78,krazzy fried chicken
384773,Salt Lake,Kolkata,Hot And Fresh Fried Chicken,250,2.9,80,"Fast Food,Continental,Pizzas,Snacks,Beverages,Combo",Salt Lake,83,hot & freh fried chicken
384846,Central Kolkata,Kolkata,Wah Janaab,200,4.3,100,"North Indian,Indian,Snacks,Desserts",Central Kolkata,57,wah janaab
384890,Salt Lake,Kolkata,Sandwich Wale,250,2.9,80,"Fast Food,Italian,Desserts",Salt Lake,81,andwich wale
384978,Central Kolkata,Kolkata,Calcutta Calling,300,4.1,100,"Chinese,Tandoor,Mediterranean,Kebabs,Oriental,Thai,Snacks",Central Kolkata,53,calcutta calling
384981,Alipore,Kolkata,Urban Desi Tarka,500,2.9,80,"Chinese,Tandoor,Indian,Biryani",Alipore,89,urban dei tarka
385006,Lake Town,Kolkata,Kolkata Pizza,159,2.9,80,"Pizzas,Fast Food,Beverages",Lake Town,91,kolkata pizza
385094,Salt Lake,Kolkata,Snackoo Time,250,2.9,80,"Fast Food,Italian,Desserts",Salt Lake,87,nackoo time
385127,Salt Lake,Kolkata,Appetizers Snacks,250,2.9,80,"Italian,Fast Food,Beverages",Salt Lake,78,appetizer nack
385130,Himayath Nagar,Hyderabad,Santosh Family Dhaba,300,3.8,500,"North Indian,Biryani,Chinese,Tandoor,Indian",Himayath Nagar,32,antoh family dhaba
385154,Salt Lake,Kolkata,Snacks Gali,250,2.9,80,"Fast Food,Italian,Desserts",Salt Lake,84,nack gali
385220,Baner,Pune,Super Naan,500,3.7,20,North Indian,Baner,78,uper naan
385371,T Nagar,Chennai,Ab S-Absolute Barbecues,500,3.2,50,"North Indian,Mughlai,Chinese,Biryani,Grill,Barbecue,Seafood,Burmese",T Nagar,72,ab -abolute barbecue
385375,Naranpura,Ahmedabad,Rasthal Restaurant,300,2.9,80,Indian,Naranpura,51,rathal retaurant
385572,Marol Sakinaka,Mumbai,Hotel Nityanand,800,3.7,20,Indian  Chinese,Marol Sakinaka,38,hotel nityanand
385607,George Town,Chennai,Turban Mughal Restaurant,700,4.4,50,Biryani,George Town,58,turban mughal retaurant
