rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude,subscriber_bins,views_bins
524,popularmmos,17200000,14573155899.0,gaming,popularmmos,4685,Not Available,NA,games,240.0,0.0,38.0,15296000.0,3800.0,61200.0,45900.0,734200.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),High (10B - 100B)
525,marques brownlee,17200000,3606912471.0,science & technology,marques brownlee,1567,united states,us,tech,2196.0,131.0,10.0,52325000.0,13100.0,209300.0,157000.0,2500000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
526,anitta,17200000,7337212581.0,music,anitta,138,brazil,br,music,769.0,28.0,111.0,72684000.0,18200.0,290700.0,218100.0,3500000.0,0.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Medium (10M - 50M),Medium (1B - 10B)
527,jason vlogs,17200000,8903647480.0,education,jason oo,83,australia,au,people,4031958.0,3450.0,7408.0,25.0,0.01,0.1,0.08,1.0,0.0,113.1,25766605.0,5.27,21844756.0,-25.274398,133.775136,Medium (10M - 50M),Medium (1B - 10B)
528,el reino a jugar,17200000,11445492404.0,education,el reino a jugar,1007,argentina,ar,education,353.0,11.0,28.0,83709000.0,20900.0,334800.0,251100.0,4000000.0,100000.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672,Medium (10M - 50M),High (10B - 100B)
529,willyrex,17200000,5024088947.0,gaming,willyrex,7550,spain,es,games,1359.0,9.0,38.0,15405000.0,3900.0,61600.0,46200.0,739500.0,0.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922,Medium (10M - 50M),Medium (1B - 10B)
530,thebrianmaps,17100000,4448334716.0,comedy,thebrianmaps,498,russia,ru,entertainment,1624.0,6.0,126.0,37164000.0,9300.0,148700.0,111500.0,1800000.0,100000.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756,Medium (10M - 50M),Medium (1B - 10B)
531,trans tv official,17100000,9710962528.0,entertainment,trans tv official,148225,indonesia,id,entertainment,472.0,18.0,127.0,45811000.0,11500.0,183200.0,137400.0,2200000.0,100000.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Medium (10M - 50M),Medium (1B - 10B)
532,liza koshy,17100000,2173106162.0,comedy,liza koshy,142,united states,us,entertainment,4443.0,132.0,127.0,1761000.0,440.0,7000.0,5300.0,84500.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
533,queen official,17000000,10847948832.0,music,queen official,1015,united kingdom,gb,music,385.0,21.0,112.0,93768000.0,23400.0,375100.0,281300.0,4500000.0,100000.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Medium (10M - 50M),High (10B - 100B)
534,prajapati news,17000000,1001465469.0,comedy,prajapati news,1407,india,in,entertainment,11662.0,89.0,128.0,7626000.0,1900.0,30500.0,22900.0,366100.0,100000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
535,gaby and alex,17000000,8229883114.0,entertainment,gabyandalex,1,Not Available,NA,people,4057752.0,0.0,7732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
536,luisfonsivevo,17000000,14543594822.0,music,luisfonsivevo,97,united states,us,music,241.0,133.0,112.0,49817000.0,12500.0,199300.0,149500.0,2400000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
537,pop chartbusters,16900000,8684010451.0,music,pop chartbusters,2235,india,in,music,574.0,90.0,113.0,72911000.0,18200.0,291600.0,218700.0,3500000.0,200000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
538,guava juice,16900000,9111000228.0,gaming,guava juice,1910,united states,us,entertainment,527.0,134.0,129.0,10889000.0,2700.0,43600.0,32700.0,522600.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
539,eeoneguy,16900000,3827906874.0,entertainment,eeoneguy,366,united states,us,entertainment,2039.0,134.0,129.0,1635000.0,409.0,6500.0,4900.0,78500.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
540,vice,16900000,4609753237.0,entertainment,vice,3900,united states,us,entertainment,1543.0,134.0,129.0,36357000.0,9100.0,145400.0,109100.0,1700000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
541,aayu and pihu show,16900000,9270331567.0,comedy,aayu and pihu show,441,india,in,people,510.0,90.0,34.0,89782000.0,22400.0,359100.0,269300.0,4300000.0,0.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
542,danny fitt,16900000,9544277833.0,people & blogs,danny fitt,2337,united states,us,entertainment,488.0,134.0,129.0,275264000.0,68800.0,1100000.0,825800.0,13200000.0,700000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
543,bispo bruno leonardo,16900000,3523578665.0,nonprofits & activism,bispo bruno leonardo,4891,brazil,br,nonprofit,2307.0,29.0,2.0,149543000.0,37400.0,598200.0,448600.0,7200000.0,400000.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Medium (10M - 50M),Medium (1B - 10B)
544,detoxomoroxo,16800000,2315962318.0,entertainment,de toxomoroxo,1,Not Available,NA,music,4056488.0,0.0,5767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
545,doggy doggy cartoons,16800000,6518418501.0,entertainment,doggy doggy cartoons,0,Not Available,NA,Unknown Type,4057944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
546,deepesh zo,16800000,7206462713.0,people & blogs,deepesh zo,41,Not Available,NA,people,4038822.0,0.0,7611.0,1.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
547,like nastya idn,16800000,7195314800.0,entertainment,like nastya idn,502,indonesia,id,entertainment,795.0,19.0,130.0,42836000.0,10700.0,171300.0,128500.0,2100000.0,100000.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Medium (10M - 50M),Medium (1B - 10B)
548,gato galactico | galï¿½ï¿,16800000,3693798804.0,film & animation,gato galactico | galï¿½ï¿,1491,brazil,br,entertainment,2129.0,30.0,130.0,44121000.0,11000.0,176500.0,132400.0,2100000.0,100000.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Medium (10M - 50M),Medium (1B - 10B)
549,salman noman,16700000,10393037902.0,entertainment,salman noman,3,Not Available,NA,Unknown Type,4057674.0,0.0,0.0,7.0,0.0,0.03,0.02,0.34,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),High (10B - 100B)
550,coryxkenshin,16700000,7102965621.0,gaming,coryxkenshin,1693,united states,us,games,814.0,135.0,39.0,105114000.0,26300.0,420500.0,315300.0,5000000.0,200000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
551,with kids[ï¿½ï¿½ï¿½ï¿½ï,16700000,8826138204.0,entertainment,with kids[ï¿½ï¿½ï¿½ï¿½ï,920,united states,us,entertainment,559.0,135.0,130.0,45698000.0,11400.0,182800.0,137100.0,2200000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
552,travis scott,16700000,7979736581.0,music,travis scott,13,united states,us,music,564542.0,1920.0,1751.0,37623.0,9.0,150.0,113.0,1800.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
553,tu cosmopolis,16700000,5089284369.0,people & blogs,tu cosmopolis,8741,mexico,mx,people,1337.0,19.0,35.0,16139000.0,4000.0,64600.0,48400.0,774700.0,0.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Medium (10M - 50M),Medium (1B - 10B)
554,ivana alawi,16600000,1318442641.0,Other,ivana alawi,180,philippines,ph,people,8338.0,5.0,36.0,15079000.0,3800.0,60300.0,45200.0,723800.0,100000.0,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017,Medium (10M - 50M),Medium (1B - 10B)
555,werever2morro,16600000,2798273962.0,entertainment,werever2morro,0,mexico,mx,games,4057944.0,4248.0,7462.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Medium (10M - 50M),Medium (1B - 10B)
556,ideas en 5 minutos,16600000,3696973456.0,howto & style,ideas en 5 minutos,216,spain,es,Unknown Type,3108857.0,2753.0,0.0,65470.0,16.0,262.0,196.0,3100.0,0.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922,Medium (10M - 50M),Medium (1B - 10B)
557,nmf news,16600000,7435180827.0,news & politics,nmf news,112261,india,in,news,749.0,91.0,12.0,59201000.0,14800.0,236800.0,177600.0,2800000.0,100000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
558,sribalajimovies,16600000,9439857193.0,entertainment,sribalajimovies,20102,india,in,entertainment,497.0,91.0,132.0,154049000.0,38500.0,616200.0,462100.0,7400000.0,200000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
559,lahari music - tseries,16600000,11946217860.0,music,lahari music - tseries,8976,india,in,music,326.0,91.0,115.0,89012000.0,22300.0,356000.0,267000.0,4300000.0,100000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),High (10B - 100B)
560,younes zarou,16600000,15278668857.0,entertainment,younes zarou,2200,germany,de,entertainment,213.0,4.0,131.0,617257000.0,154300.0,2500000.0,1900000.0,29600000.0,900000.0,70.2,83132799.0,3.04,64324835.0,51.165691,10.451526,Medium (10M - 50M),High (10B - 100B)
561,jordan matter,16600000,5819508534.0,entertainment,jordan matter,413,united states,us,entertainment,1088.0,136.0,132.0,199033000.0,49800.0,796100.0,597100.0,9600000.0,300000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
562,ýý ý,16500000,2440934034.0,entertainment,ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý,421,united states,us,entertainment,3778.0,137.0,133.0,21953000.0,5500.0,87800.0,65900.0,1100000.0,200000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
563,failarmy,16500000,3037260680.0,comedy,failarmy,438,united states,us,entertainment,2766.0,137.0,133.0,112986000.0,28200.0,451900.0,339000.0,5400000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
564,bbc news hindi,16500000,7043235131.0,news & politics,bbc news hindi,21243,india,in,news,821.0,92.0,13.0,131202000.0,32800.0,524800.0,393600.0,6300000.0,300000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
565,funfun toy doll tv,16500000,7406207930.0,entertainment,funfun toy doll tv,735,united states,us,entertainment,757.0,137.0,133.0,24378000.0,6100.0,97500.0,73100.0,1200000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
566,sandra cires art,16400000,3955426159.0,howto & style,sandra cires art,1091,united states,us,entertainment,1938.0,138.0,134.0,18028000.0,4500.0,72100.0,54100.0,865300.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
567,kaykai salaider,16400000,4434679706.0,comedy,kaykai salaider,428,thailand,th,entertainment,1636.0,9.0,134.0,9341000.0,2300.0,37400.0,28000.0,448400.0,0.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541,Medium (10M - 50M),Medium (1B - 10B)
568,ufc - ultimate fighting championship,16400000,7135820721.0,sports,ufc - ultimate fighting championship,14662,united states,us,sports,806.0,138.0,7.0,133208000.0,33300.0,532800.0,399600.0,6400000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
569,ch7hd,16400000,9463244435.0,entertainment,ch7hd,56203,thailand,th,entertainment,496.0,9.0,134.0,87757000.0,21900.0,351000.0,263300.0,4200000.0,100000.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541,Medium (10M - 50M),Medium (1B - 10B)
570,rcti - layar drama indonesia,16400000,13478392540.0,entertainment,rcti - layar drama indonesia,1,Not Available,NA,people,4057943.0,0.0,7724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),High (10B - 100B)
571,alfredo larin,16400000,14431830557.0,entertainment,alfredo larin,1,Not Available,NA,entertainment,4057780.0,0.0,6788.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),High (10B - 100B)
572,gmmtv officialï¿½ï¿½,16400000,12844432341.0,entertainment,gmmtv officialï¿½ï¿½,23952,thailand,th,entertainment,294.0,9.0,134.0,181382000.0,45300.0,725500.0,544100.0,8700000.0,200000.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541,Medium (10M - 50M),High (10B - 100B)
573,matt stonie,16300000,3527627264.0,entertainment,mattstonie,54,united states,us,entertainment,283499.0,1874.0,1836.0,29735.0,7.0,119.0,89.0,1400.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
574,boyce avenue,16300000,6578828147.0,music,boyce avenue,490,united states,us,music,913.0,139.0,117.0,28787000.0,7200.0,115100.0,86400.0,1400000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
575,camila cabello,16300000,6613422635.0,music,camila cabello,80,united states,us,music,906.0,139.0,117.0,42704000.0,10700.0,170800.0,128100.0,2000000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
576,little mix,16300000,7520242626.0,music,little mix,278,united kingdom,gb,music,740.0,22.0,117.0,38604000.0,9700.0,154400.0,115800.0,1900000.0,0.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Medium (10M - 50M),Medium (1B - 10B)
577,sam smith,16300000,10170264839.0,music,sam smith,230,united kingdom,gb,entertainment,428.0,22.0,135.0,85778000.0,21400.0,343100.0,257300.0,4100000.0,0.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Medium (10M - 50M),High (10B - 100B)
578,pitbull,16300000,12475714382.0,music,pitbull,352,united states,us,music,308.0,139.0,117.0,88004000.0,22000.0,352000.0,264000.0,4200000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
579,bollywood classics,16300000,7141825267.0,entertainment,bollywood classics,1444,india,in,music,804.0,93.0,116.0,151477000.0,37900.0,605900.0,454400.0,7300000.0,300000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
580,technoblade,16300000,1656452554.0,gaming,technoblade,989,united states,us,games,6274.0,138.0,40.0,17944000.0,4500.0,71800.0,53800.0,861300.0,200000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
581,w2s,16300000,4768370464.0,gaming,w2s,652,united kingdom,gb,entertainment,1455.0,22.0,135.0,3079000.0,770.0,12300.0,9200.0,147800.0,0.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Medium (10M - 50M),Medium (1B - 10B)
582,jennifer lopez,16200000,10227242833.0,music,jennifer lopez,258,united states,us,music,426.0,140.0,118.0,63441000.0,15900.0,253800.0,190300.0,3000000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
583,kids play,16200000,8091706232.0,entertainment,kids play,593,united states,us,entertainment,636.0,140.0,136.0,25912000.0,6500.0,103600.0,77700.0,1200000.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
584,t3ddy,16200000,2990185467.0,comedy,t3ddy,1930,brazil,br,people,2898.0,31.0,38.0,33015000.0,8300.0,132100.0,99000.0,1600000.0,100000.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Medium (10M - 50M),Medium (1B - 10B)
585,jj olatunji,16200000,4076692623.0,gaming,jj olatunji,1294,united kingdom,gb,entertainment,1856.0,23.0,136.0,27808000.0,7000.0,111200.0,83400.0,1300000.0,100000.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Medium (10M - 50M),Medium (1B - 10B)
586,pops kids,16200000,9763592867.0,music,pops kids,3943,vietnam,vn,film,462.0,2.0,30.0,256733000.0,64200.0,1000000.0,770200.0,12300000.0,200000.0,28.5,96462106.0,2.01,35332140.0,14.058324,108.277199,Medium (10M - 50M),Medium (1B - 10B)
587,thairath online,16200000,14563841315.0,news & politics,thairath online,244899,thailand,th,news,238.0,10.0,14.0,224756000.0,56200.0,899000.0,674300.0,10800000.0,100000.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541,Medium (10M - 50M),High (10B - 100B)
588,lego,16200000,20522339099.0,entertainment,lego,31889,singapore,sg,entertainment,116.0,1.0,136.0,117209000.0,29300.0,468800.0,351600.0,5600000.0,200000.0,84.8,5703569.0,4.11,5703569.0,1.352083,103.819836,Medium (10M - 50M),High (10B - 100B)
589,xo team,16200000,14784781923.0,people & blogs,xo team family,189,united states,us,people,153622.0,1776.0,1495.0,37911.0,9.0,152.0,114.0,1800.0,1000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
590,adme,16200000,4488680903.0,entertainment,aday cï¿½ï¿½ï¿½ï¿½ï,10,spain,es,music,4048675.0,4228.0,5766.0,4.0,0.0,0.02,0.01,0.19,0.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922,Medium (10M - 50M),Medium (1B - 10B)
591,extrapolinesios,16200000,4813127504.0,people & blogs,extra polinesios,2,Not Available,NA,people,3945744.0,0.0,7359.0,510.0,0.13,2.0,2.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
592,dyland pros,16100000,1517638132.0,entertainment,dyland pros,2805,indonesia,id,games,6986.0,21.0,41.0,9619000.0,2400.0,38500.0,28900.0,461700.0,0.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Medium (10M - 50M),Medium (1B - 10B)
593,live,16100000,0.0,Other,live,0,Not Available,NA,Unknown Type,4057944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),
594,vlad and niki ara,16100000,7399296005.0,Other,vlad and niki ara,510,united states,us,entertainment,759.0,141.0,137.0,32011000.0,8000.0,128000.0,96000.0,1500000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
595,canal in,16100000,2687443643.0,people & blogs,canal in,723,brazil,br,entertainment,3338.0,32.0,137.0,13802000.0,3500.0,55200.0,41400.0,662500.0,0.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Medium (10M - 50M),Medium (1B - 10B)
596,twice,16100000,5055576881.0,music,twice,1123,Not Available,NA,music,1343.0,0.0,119.0,98720000.0,24700.0,394900.0,296200.0,4700000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
597,daily dose of internet,16100000,6872702790.0,entertainment,daily dose of internet,671,united states,us,entertainment,851.0,140.0,136.0,399807000.0,100000.0,1600000.0,1200000.0,19200000.0,300000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
598,fitdance,16100000,7126210721.0,music,fitdance academy,41,france,fr,entertainment,4006012.0,3726.0,6335.0,780.0,0.2,3.0,2.0,37.0,4.0,65.6,67059887.0,8.43,54123364.0,46.227638,2.213749,Medium (10M - 50M),Medium (1B - 10B)
599,panda shorts,16100000,7155736006.0,Other,panda shorts,667,sweden,se,sports,792.0,2.0,8.0,478528000.0,119600.0,1900000.0,1400000.0,23000000.0,3000000.0,67.0,10285453.0,6.48,9021165.0,60.128161,18.643501,Medium (10M - 50M),Medium (1B - 10B)
600,disney junior,16100000,15812009296.0,entertainment,disney junior,4045,united states,us,entertainment,196.0,140.0,136.0,267131000.0,66800.0,1100000.0,801400.0,12800000.0,300000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
601,la rosa de guadalupe,16100000,9642146451.0,entertainment,larosadeguadalupe,0,mexico,mx,games,4057944.0,4258.0,7472.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Medium (10M - 50M),Medium (1B - 10B)
602,sagar kalra (shorts),16000000,6543629679.0,people & blogs,sagar kalra (shorts),453,Not Available,NA,people,921.0,0.0,39.0,74062000.0,18500.0,296200.0,222200.0,3600000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
603,wifistudy,16000000,3018032423.0,education,wifistudy by unacademy,52144,india,in,education,2855.0,94.0,30.0,14287000.0,3600.0,57100.0,42900.0,685800.0,0.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
604,antrax,16000000,3029872908.0,gaming,antrax,687,mexico,mx,games,2844.0,23.0,42.0,4698000.0,1200.0,18800.0,14100.0,225500.0,0.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Medium (10M - 50M),Medium (1B - 10B)
605,enes batur,16000000,9786595271.0,gaming,enesbatur,0,Not Available,NA,games,4057944.0,0.0,7360.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium (10M - 50M),Medium (1B - 10B)
606,totoy kids - espaï¿½ï,16000000,5997599089.0,film & animation,totoy kids - espaï¿½ï,344,mexico,mx,film,1048.0,23.0,31.0,112393000.0,28100.0,449600.0,337200.0,5400000.0,200000.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Medium (10M - 50M),Medium (1B - 10B)
607,ý,15900000,1845329502.0,people & blogs,kung fu padla,0,russia,ru,games,4057944.0,3309.0,5665.0,0.0,0.0,0.0,0.0,0.0,10.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756,Medium (10M - 50M),Medium (1B - 10B)
608,dopelyrics,15900000,9962188084.0,music,dopelyrics,2035,united states,us,music,444.0,142.0,120.0,9915000.0,2500.0,39700.0,29700.0,475900.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
609,jeffreestar,15900000,2609358468.0,howto & style,jeffreestar,433,united states,us,howto,3474.0,142.0,20.0,2006000.0,502.0,8000.0,6000.0,96300.0,0.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
610,lyna,15900000,6534326412.0,gaming,lyna,4906,argentina,ar,games,919.0,12.0,43.0,64085000.0,16000.0,256300.0,192300.0,3100000.0,200000.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672,Medium (10M - 50M),Medium (1B - 10B)
611,mk music,15900000,9198986881.0,music,mk music,5105,brazil,br,music,516.0,33.0,120.0,136388000.0,34100.0,545600.0,409200.0,6500000.0,100000.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Medium (10M - 50M),Medium (1B - 10B)
612,unspeakable,15900000,9052367553.0,gaming,unspeakable,796,united states,us,people,530.0,142.0,40.0,164895000.0,41200.0,659600.0,494700.0,7900000.0,200000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),Medium (1B - 10B)
613,camilo,15900000,6802382479.0,music,camilo,132,colombia,co,music,871.0,8.0,120.0,59890000.0,15000.0,239600.0,179700.0,2900000.0,100000.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333,Medium (10M - 50M),Medium (1B - 10B)
614,dear sir,15800000,1349288771.0,education,dear sir,633,india,in,education,8066.0,95.0,31.0,24056000.0,6000.0,96200.0,72200.0,1200000.0,200000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
615,narendra modi,15800000,3392918989.0,news & politics,narendra modi,20679,india,in,news,2406.0,96.0,15.0,185969000.0,46500.0,743900.0,557900.0,8900000.0,700000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
616,arif muhammad,15800000,4122634467.0,people & blogs,arif muhammad,542,indonesia,id,comedy,1816.0,22.0,26.0,71870000.0,18000.0,287500.0,215600.0,3400000.0,100000.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Medium (10M - 50M),Medium (1B - 10B)
617,rotten tomatoes trailers,15800000,13116313599.0,film & animation,rotten tomatoes trailers,10441,united states,us,film,285.0,143.0,32.0,25738000.0,6400.0,103000.0,77200.0,1200000.0,100000.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Medium (10M - 50M),High (10B - 100B)
618,volga video,15700000,9787697838.0,film & animation,volga video,16874,india,in,entertainment,463.0,97.0,139.0,51315000.0,12800.0,205300.0,153900.0,2500000.0,0.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
619,dm - desi melodies,15700000,5914071870.0,music,dm - desi melodies,79,india,in,music,1071.0,97.0,121.0,141842000.0,35500.0,567400.0,425500.0,6800000.0,300000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
620,my family,15700000,6153495609.0,Other,my family,150,singapore,sg,people,731590.0,1203.0,3244.0,939647.0,235.0,3800.0,2800.0,45100.0,800.0,84.8,5703569.0,4.11,5703569.0,1.352083,103.819836,Medium (10M - 50M),Medium (1B - 10B)
621,team films bhojpuri,15700000,6626563508.0,music,team films bhojpuri,19703,india,in,music,902.0,97.0,121.0,30744000.0,7700.0,123000.0,92200.0,1500000.0,0.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
622,zee music classic,15700000,5558051295.0,music,zee music classic,1640,india,in,music,1174.0,97.0,121.0,86450000.0,21600.0,345800.0,259300.0,4100000.0,100000.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Medium (10M - 50M),Medium (1B - 10B)
